customer_id,ActivityDate,TotalSteps, TotalDistance , TotalMinutes , LoggedActivitiesDistance , VeryActiveDistance , ModeratelyActiveDistance , LightActiveDistance , SedentaryActiveDistance ,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Activity Level,DaysOfTheWeek
2035,4/28/16,6375,3.95,957,0,0,0,3.95,0,0,0,331,626,1649,Not Active,Thursday
2035,4/27/16,6088,3.77,872,0,0,0,3.77,0,0,0,286,586,1593,Not Active,Wednesday
2035,4/25/16,6017,3.73,1081,0,0,0,3.73,0,0,0,260,821,1576,Active,Monday
2035,5/3/16,5992,3.72,1285,0,0,0,3.72,0,0,0,304,981,1604,Active,Tuesday
2035,4/26/16,5933,3.68,1306,0,0,0,3.68,0,0,0,288,1018,1595,Active,Tuesday
2035,5/8/16,5528,3.45,868,0,0,0,3.45,0,0,0,258,610,1555,Not Active,Sunday
2035,4/13/16,4993,3.1,901,0,0,0,3.1,0,0,0,238,663,1521,Not Active,Wednesday
2035,4/30/16,4729,2.93,827,0,0,0,2.93,0,0,0,233,594,1506,Not Active,Saturday
2035,4/12/16,4414,2.74,898,0,0.19,0.35,2.2,0,3,8,181,706,1459,Not Active,Tuesday
2035,5/7/16,4193,2.6,894,0,0,0,2.6,0,0,0,229,665,1491,Not Active,Saturday
2035,4/15/16,3821,2.37,875,0,0,0,2.37,0,0,0,188,687,1444,Not Active,Friday
2035,5/1/16,3609,2.28,907,0,0,0,2.28,0,0,0,191,716,1447,Not Active,Sunday
2035,4/24/16,3490,2.16,868,0,0,0,2.16,0,0,0,164,704,1401,Not Active,Sunday
2035,4/14/16,3335,2.07,850,0,0,0,2.05,0,0,0,197,653,1431,Not Active,Thursday
2035,4/18/16,3325,2.06,1244,0,0,0,2.06,0,0,0,182,1062,1419,Active,Monday
2035,4/22/16,2915,1.81,874,0,0,0,1.81,0,0,0,162,712,1399,Not Active,Friday
2035,4/16/16,2547,1.58,878,0,0,0,1.58,0,0,0,150,728,1373,Not Active,Saturday
2035,4/21/16,2467,1.53,902,0,0,0,1.53,0,0,0,153,749,1370,Not Active,Thursday
2035,4/19/16,2424,1.5,926,0,0,0,1.5,0,0,0,141,785,1356,Not Active,Tuesday
2035,4/17/16,838,0.52,1113,0,0,0,0.52,0,0,0,60,1053,1214,Active,Sunday
2035,5/10/16,254,0.16,1019,0,0,0,0.16,0,0,0,17,1002,1141,Active,Tuesday
2279,5/2/16,3790,2.62,1440,0,1.16,0.3,1.16,0,16,8,94,1322,2505,Active,Monday
2279,4/26/16,3761,2.6,1250,0,0,0,2.6,0,0,0,192,1058,2638,Active,Tuesday
2279,4/23/16,2945,2.04,1440,0,0,0,2.04,0,0,0,145,1295,2499,Active,Saturday
2279,5/1/16,2704,1.87,1440,0,1.01,0.03,0.83,0,14,1,70,1355,2411,Active,Sunday
2279,4/14/16,2163,1.5,1389,0,0,0.4,1.1,0,0,9,88,1292,2383,Active,Thursday
2279,5/6/16,2091,1.45,1440,0,0,0,1.45,0,0,0,108,1332,2383,Active,Friday
2279,4/24/16,2090,1.45,1440,0,0.07,0.24,1.14,0,1,6,75,1358,2324,Active,Sunday
2279,5/4/16,1786,1.24,1440,0,0,0,1.24,0,0,0,87,1353,2338,Active,Wednesday
2279,4/28/16,1675,1.16,1262,0,0,0,1.16,0,0,0,95,1167,2351,Active,Thursday
2279,5/7/16,1510,1.04,1440,0,0,0,1.04,0,0,0,48,1392,2229,Active,Saturday
2279,5/3/16,1326,0.92,1440,0,0.73,0,0.18,0,10,0,17,1413,2195,Active,Tuesday
2279,4/15/16,980,0.68,992,0,0,0,0.68,0,0,0,51,941,2221,Not Active,Friday
2279,4/12/16,678,0.47,789,0,0,0,0.47,0,0,0,55,734,2220,Not Active,Tuesday
2279,4/13/16,356,0.25,1018,0,0,0,0.25,0,0,0,32,986,2151,Active,Wednesday
2279,4/18/16,244,0.17,1440,0,0,0,0.17,0,0,0,17,1423,2111,Active,Monday
2279,4/25/16,152,0.11,1315,0,0,0,0.11,0,0,0,12,1303,2100,Active,Monday
2279,4/22/16,149,0.1,1440,0,0,0,0.1,0,0,0,10,1430,2093,Active,Friday
2279,5/12/16,0,0,966,0,0,0,0,0,0,0,0,966,1383,Not Active,Thursday
2279,5/11/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Wednesday
2279,5/10/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Tuesday
2279,5/9/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Monday
2279,5/8/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Sunday
2279,5/5/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Thursday
2279,4/30/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2064,Active,Saturday
2279,4/29/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Friday
2279,4/27/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Wednesday
2279,4/21/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2064,Active,Thursday
2279,4/20/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Wednesday
2279,4/19/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Tuesday
2279,4/17/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2063,Active,Sunday
2279,4/16/16,0,0,1440,0,0,0,0,0,0,0,0,1440,2064,Active,Saturday
2650,5/5/16,11728,8.43,1192,0,2.62,1.68,4.04,0.07,38,42,196,916,3429,Active,Thursday
2650,5/4/16,10252,7.35,936,0,0.67,1.04,5.58,0,13,46,346,531,3879,Not Active,Wednesday
2650,4/12/16,8539,6.12,1062,0,0.15,0.24,5.68,0,4,15,331,712,3654,Active,Tuesday
2650,5/7/16,6132,4.4,1440,0,0,0,3.58,0,0,0,184,1256,2975,Active,Saturday
2650,5/8/16,5862,4.2,1038,0,0,0,4.15,0,0,0,263,775,3089,Active,Sunday
2650,5/10/16,5546,3.98,980,0,0,0,3.87,0.04,0,0,206,774,2926,Not Active,Tuesday
2650,5/9/16,4556,3.27,1406,0,0.2,0.12,2.94,0,3,5,173,1225,2785,Active,Monday
2650,5/3/16,4496,3.22,1124,0,0,0,3.15,0.05,0,0,174,950,2828,Active,Tuesday
2650,5/6/16,4369,3.13,1032,0,0,0,3.1,0.01,0,0,177,855,2704,Active,Friday
2650,5/11/16,3689,2.65,1440,0,0.11,0.17,2.33,0,2,8,134,1296,2645,Active,Wednesday
2650,4/16/16,1982,1.42,1363,0,0.45,0.37,0.59,0,65,21,55,1222,3051,Active,Saturday
2650,4/15/16,1882,1.35,1440,0,0.21,0.36,0.77,0,36,18,87,1299,2951,Active,Friday
2650,5/12/16,590,0.42,742,0,0,0,0.41,0,0,0,21,721,1120,Not Active,Thursday
2650,5/2/16,475,0.34,1392,0,0,0.04,0.29,0,0,11,31,1350,2207,Active,Monday
2650,4/14/16,108,0.08,1440,0,0,0,0.03,0,0,0,3,1437,2011,Active,Thursday
2650,4/18/16,62,0.04,1440,0,0,0,0.04,0,0,0,2,1438,1995,Active,Monday
2650,4/17/16,16,0.01,1440,0,0,0,0.01,0,0,0,2,1438,1990,Active,Sunday
2650,5/1/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Sunday
2650,4/30/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Saturday
2650,4/29/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Friday
2650,4/28/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Thursday
2650,4/27/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Wednesday
2650,4/26/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Tuesday
2650,4/25/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Monday
2650,4/24/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Sunday
2650,4/23/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Saturday
2650,4/22/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Friday
2650,4/21/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Thursday
2650,4/20/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Wednesday
2650,4/19/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1980,Active,Tuesday
2650,4/13/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1981,Active,Wednesday
2765,4/16/16,9685,6.65,1440,0,3.11,0.02,3.51,0.01,47,1,305,1087,2148,Active,Saturday
2765,4/23/16,9317,6.35,1440,0,2.09,0.23,4.02,0.01,28,5,330,1077,2021,Active,Saturday
2765,4/20/16,9202,6.3,1440,0,1.51,0.12,4.66,0.01,22,5,378,1035,2094,Active,Wednesday
2765,4/21/16,8859,5.98,1440,0,0.13,0.37,5.47,0.01,2,10,371,1057,1970,Active,Thursday
2765,4/12/16,8796,5.91,1440,0,0.11,0.93,4.88,0,2,21,356,1061,1982,Active,Tuesday
2765,4/15/16,8482,5.7,1440,0,0,0,5.69,0.01,0,0,448,992,2063,Active,Friday
2765,4/30/16,8452,5.68,1440,0,0.33,1.08,4.26,0.01,5,20,248,1167,1830,Active,Saturday
2765,5/5/16,8314,5.61,1440,0,0.78,0.8,4.03,0,13,23,311,1093,1971,Active,Thursday
2765,5/4/16,8278,5.56,1440,0,0,0,5.56,0,0,0,420,1020,2015,Active,Wednesday
2765,5/10/16,8275,5.56,1440,0,0,0,5.55,0.01,0,0,373,1067,1962,Active,Tuesday
2765,4/26/16,8242,5.54,1440,0,0.12,0.18,5.24,0,2,5,309,1124,1882,Active,Tuesday
2765,5/8/16,8168,5.54,1440,0,2.9,0,2.64,0,46,0,326,1068,2096,Active,Sunday
2765,4/19/16,7948,5.37,1440,0,0,0,5.36,0,0,0,389,1051,1956,Active,Tuesday
2765,4/28/16,7913,5.41,1440,0,2.16,0.34,2.91,0,28,7,213,1192,1835,Active,Thursday
2765,4/14/16,7910,5.32,1440,0,0,0,5.32,0,0,0,331,1109,1893,Active,Thursday
2765,4/18/16,7762,5.24,1440,0,0.07,0.28,4.89,0,1,6,311,1122,1890,Active,Monday
2765,5/9/16,7726,5.19,1440,0,0,0,5.19,0,0,0,345,1095,1906,Active,Monday
2765,4/13/16,7618,5.12,1440,0,0,0.22,4.88,0.02,0,8,404,1028,2004,Active,Wednesday
2765,5/12/16,7566,5.11,988,0,0,0,5.11,0,0,0,268,720,1431,Not Active,Thursday
2765,5/2/16,7525,5.06,1440,0,0,0.21,4.83,0.02,0,7,334,1099,1878,Active,Monday
2765,5/3/16,7412,4.98,1440,0,0.06,0.25,4.66,0.01,1,6,363,1070,1906,Active,Tuesday
2765,5/1/16,7399,4.97,1440,0,0.49,1.04,3.44,0,7,18,196,1219,1739,Active,Sunday
2765,4/25/16,7373,4.95,1440,0,0,0,4.95,0,0,0,359,1081,1907,Active,Monday
2765,4/29/16,7365,4.95,1440,0,1.36,1.41,2.18,0,20,23,206,1191,1780,Active,Friday
2765,4/22/16,7286,4.9,1440,0,0.46,0,4.42,0.02,46,0,366,1028,2241,Active,Friday
2765,5/6/16,7063,4.75,1440,0,0,0.12,4.61,0.01,0,5,370,1065,1910,Active,Friday
2765,4/24/16,6873,4.68,1440,0,3,0.06,1.62,0,46,1,190,1203,1898,Active,Sunday
2765,5/11/16,6440,4.33,1440,0,0,0,4.32,0.01,0,0,319,1121,1826,Active,Wednesday
2765,5/7/16,4940,3.38,1440,0,2.28,0.55,0.55,0,75,11,52,1302,1897,Active,Saturday
2765,4/27/16,3516,2.36,1440,0,0,0,2.36,0,46,0,197,1197,1966,Active,Wednesday
2765,4/17/16,2524,1.7,1440,0,0,0.35,1.34,0,0,8,160,1272,1529,Active,Sunday
2879,4/21/16,11268,8.56,1440,0,5.88,0.93,1.75,0,49,20,172,1199,2218,Active,Thursday
2879,4/27/16,10232,8.18,1440,0,6.24,0.23,1.7,0,45,5,104,1286,2008,Active,Wednesday
2879,4/17/16,10204,7.91,1440,0,5.43,0.15,2.33,0,41,5,157,1237,2112,Active,Sunday
2879,4/23/16,9282,6.26,1440,0,2.09,1.04,3.13,0,30,26,191,1193,2132,Active,Saturday
2879,4/16/16,9256,6.14,1440,0,0.43,3.27,2.45,0,6,51,115,1268,1880,Active,Saturday
2879,4/12/16,9033,7.16,1440,0,5.43,0.14,1.59,0,40,2,154,1244,2044,Active,Tuesday
2879,4/24/16,8905,7.13,1440,0,5.6,0.19,1.34,0,41,4,82,1313,1976,Active,Sunday
2879,4/13/16,8053,6.1,1440,0,4.17,0.63,1.31,0,35,11,96,1298,1935,Active,Wednesday
2879,4/25/16,6829,4.51,1440,0,0.36,2.39,1.77,0,7,54,118,1261,1909,Active,Monday
2879,4/20/16,6466,4.27,1440,0,0.33,0.82,3.11,0.01,5,18,216,1201,1931,Active,Wednesday
2879,4/29/16,6260,4.26,1423,0,1.29,0.54,2.4,0,16,14,136,1257,1854,Active,Friday
2879,4/14/16,5234,3.46,1440,0,1.93,0.99,0.54,0,29,16,33,1362,1705,Active,Thursday
2879,4/18/16,5151,3.48,1440,0,1.04,0.63,1.8,0,16,16,130,1278,1829,Active,Monday
2879,4/26/16,4562,3.04,1440,0,1.18,0.49,1.37,0,19,14,108,1299,1813,Active,Tuesday
2879,4/19/16,4212,2.78,1440,0,0,0,2.78,0,0,0,164,1276,1763,Active,Tuesday
2879,4/22/16,2824,1.87,1440,0,0,0,1.87,0,0,0,120,1320,1651,Active,Friday
2879,4/28/16,2718,1.8,1440,0,0.67,0.78,0.34,0,11,16,20,1393,1580,Active,Thursday
2879,4/15/16,2672,1.77,1440,0,0,0,1.76,0,0,0,105,1335,1632,Active,Friday
2879,4/30/16,0,0,1440,0,0,0,0,0,0,0,0,1440,0,Active,Saturday
2912,4/13/16,5974,4.47,1440,0,0,0,4.37,0,0,0,160,1280,2306,Active,Wednesday
2912,4/12/16,5394,4.03,1440,0,0,0,3.94,0,0,0,164,1276,2286,Active,Tuesday
2912,4/15/16,3984,2.95,970,0,0.21,0.26,2.44,0,3,6,88,873,1527,Not Active,Friday
2912,4/14/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1776,Active,Thursday
3200,4/26/16,16208,12.85,862,0,7.51,0.92,4.42,0,90,18,161,593,3763,Not Active,Tuesday
3200,4/21/16,15148,12.01,975,2.25,6.9,0.82,4.29,0,137,16,145,677,4236,Not Active,Thursday
3200,4/15/16,14461,11.47,1002,0,4.91,1.15,5.41,0,60,23,190,729,3666,Active,Friday
3200,4/18/16,13630,10.81,1021,2.09,5.05,0.56,5.2,0,117,10,174,720,4157,Active,Monday
3200,4/14/16,13318,10.56,1017,2.25,5.62,1.03,3.91,0,123,21,174,699,4163,Active,Thursday
3200,4/19/16,13070,10.36,1030,2.25,5.3,0.88,4.18,0,120,19,154,737,4092,Active,Tuesday
3200,4/25/16,12405,9.84,966,2.09,5.05,0.87,3.92,0,117,16,141,692,4005,Not Active,Monday
3200,4/13/16,12386,9.82,979,2.09,4.96,0.65,4.21,0,116,14,169,680,4079,Not Active,Wednesday
3200,4/22/16,12200,9.67,1053,2.09,4.91,0.59,4.18,0,113,12,159,769,4044,Active,Friday
3200,5/1/16,11419,9.06,877,0,6.03,0.56,2.47,0,71,10,127,669,3369,Not Active,Sunday
3200,4/16/16,11207,8.89,790,0,5.37,1.07,2.44,0,64,21,142,563,3363,Not Active,Saturday
3200,4/20/16,9388,7.44,1022,2.09,2.23,0.44,4.78,0,82,8,169,763,3787,Active,Wednesday
3200,5/11/16,9143,7.25,1029,2.09,1.39,0.59,5.27,0,72,10,184,763,3788,Active,Wednesday
3200,5/3/16,8712,6.91,1108,2.25,1.34,1.06,4.5,0,71,20,195,822,3784,Active,Tuesday
3200,5/5/16,8567,6.79,1047,2.25,0.89,0.16,5.74,0,66,3,214,764,3783,Active,Thursday
3200,5/9/16,8382,6.65,1027,2.09,1.27,0.66,4.72,0,71,13,171,772,3721,Active,Monday
3200,5/4/16,7875,6.24,876,0,1.56,0.49,4.2,0,19,10,167,680,3110,Not Active,Wednesday
3200,4/12/16,7626,6.05,959,2.25,0.83,0.71,4.5,0,65,15,156,723,3635,Not Active,Tuesday
3200,4/27/16,7359,5.84,876,0,0.33,0.18,5.33,0,4,4,192,676,3061,Not Active,Wednesday
3200,5/6/16,7045,5.59,1076,2.09,1.55,0.25,3.78,0,74,5,166,831,3644,Active,Friday
3200,5/10/16,6582,5.22,1068,2.25,0.66,0.64,3.92,0,63,13,152,840,3586,Active,Tuesday
3200,4/29/16,6175,4.9,949,0,0.25,0.36,4.27,0,3,7,172,767,2982,Not Active,Friday
3200,5/2/16,6064,4.81,1011,2.09,0.63,0.17,4.01,0,63,4,142,802,3491,Active,Monday
3200,4/23/16,5709,4.53,905,0,1.52,0.52,2.48,0,19,10,136,740,2908,Not Active,Saturday
3200,4/28/16,5417,4.3,871,0,0.9,0.49,2.91,0,11,10,139,711,2884,Not Active,Thursday
3200,5/12/16,4561,3.62,549,0,0.65,0.27,2.69,0,8,6,102,433,1976,Not Active,Thursday
3200,5/7/16,4468,3.54,1009,0,0,0,3.54,0,0,0,158,851,2799,Active,Saturday
3200,4/24/16,3703,2.94,869,0,0,0,2.94,0,0,0,135,734,2741,Not Active,Sunday
3200,4/30/16,2946,2.34,901,0,0,0,2.34,0,0,0,121,780,2660,Not Active,Saturday
3200,5/8/16,2943,2.33,760,0,0,0,2.33,0,0,0,139,621,2685,Not Active,Sunday
3200,4/17/16,2132,1.69,692,0,0,0,1.69,0,0,0,93,599,2572,Not Active,Sunday
3577,5/5/16,13658,9.49,1346,0,2.63,1.41,5.45,0,27,34,328,957,2530,Active,Thursday
3577,4/28/16,10817,7.28,932,0,1.01,0.33,5.94,0,13,8,359,552,2367,Not Active,Thursday
3577,4/27/16,10780,7.23,1033,0,0.41,1.92,4.91,0,6,47,300,680,2324,Active,Wednesday
3577,5/4/16,10429,7.02,1440,0,0.59,0.58,5.85,0,8,13,313,1106,2282,Active,Wednesday
3577,5/9/16,10378,6.96,880,0,0.14,0.56,6.25,0,2,14,374,490,2345,Not Active,Monday
3577,4/14/16,10210,6.88,938,0,0.11,0.33,6.44,0,1,9,339,589,2302,Not Active,Thursday
3577,4/26/16,9899,6.64,966,0,0.57,0.92,5.15,0,8,21,288,649,2236,Not Active,Tuesday
3577,5/3/16,9648,6.47,990,0,0.58,1.07,4.83,0,8,26,287,669,2235,Not Active,Tuesday
3577,5/6/16,9524,6.42,1023,0,0.41,0.47,5.46,0,6,11,314,692,2266,Active,Friday
3577,5/10/16,9487,6.37,899,0,0.21,0.46,5.7,0,3,12,329,555,2260,Not Active,Tuesday
3577,5/2/16,9261,6.24,940,0,0,0.44,5.71,0,0,11,344,585,2270,Not Active,Monday
3577,4/25/16,9259,6.21,942,0,0,0.28,5.93,0,0,8,390,544,2314,Not Active,Monday
3577,5/11/16,9129,6.13,906,0,0.2,0.74,5.18,0,3,18,311,574,2232,Not Active,Wednesday
3577,4/20/16,8954,6.01,995,0,0,0.68,5.31,0,0,18,306,671,2220,Not Active,Wednesday
3577,4/19/16,8925,5.99,915,0,0,0,5.99,0,0,0,311,604,2200,Not Active,Tuesday
3577,4/30/16,8221,5.52,935,0,0.4,1.61,3.51,0,6,38,196,695,2092,Not Active,Saturday
3577,4/13/16,8204,5.5,1353,0,0.53,0.59,1.31,0,8,15,96,1234,2135,Active,Wednesday
3577,4/29/16,7990,5.36,937,0,0.45,0.79,4.12,0,6,18,289,624,2175,Not Active,Friday
3577,5/7/16,7937,5.33,896,0,0.19,1.05,4.08,0,3,28,279,586,2158,Not Active,Saturday
3577,4/12/16,7753,5.2,1440,0,0,0,0,0,0,0,0,1440,2115,Active,Tuesday
3577,4/15/16,5664,3.8,980,0,0,0,3.8,0,0,0,228,752,1985,Not Active,Friday
3577,4/23/16,4935,3.31,779,0,0,0,3.31,0,0,0,233,546,1945,Not Active,Saturday
3577,4/16/16,4744,3.18,918,0,0,0,3.18,0,0,0,194,724,1884,Not Active,Saturday
3577,4/22/16,4500,3.02,905,0,0.06,0.81,2.15,0,1,19,176,709,1886,Not Active,Friday
3577,4/24/16,4081,2.74,889,0,0.06,0.2,2.47,0,1,5,191,692,1880,Not Active,Sunday
3577,4/21/16,3702,2.48,1299,0,0,0,0.35,0,0,0,34,1265,1792,Active,Thursday
3577,5/8/16,3672,2.46,756,0,0,0,2.46,0,0,0,153,603,1792,Not Active,Sunday
3577,4/18/16,2276,1.55,892,0,0.07,0.33,1.12,0,1,9,58,824,1632,Not Active,Monday
3577,5/1/16,1251,0.84,903,0,0,0,0.84,0,0,0,67,836,1593,Not Active,Sunday
3577,4/17/16,29,0.02,1366,0,0,0,0.02,0,0,0,3,1363,1464,Active,Sunday
3577,5/12/16,17,0.01,2,0,0,0,0.01,0,0,0,2,0,257,Not Active,Thursday
3714,5/2/16,16520,11.05,1056,0,1.54,6.48,3.02,0,24,143,176,713,1760,Active,Monday
3714,5/9/16,14687,10.08,1440,0,0.77,5.6,3.55,0,8,122,151,1159,1667,Active,Monday
3714,5/3/16,14335,9.59,940,0,3.32,1.74,4.53,0,47,41,258,594,1710,Not Active,Tuesday
3714,4/24/16,14112,10,914,0,3.27,4.56,2.17,0,30,95,129,660,1655,Not Active,Sunday
3714,5/8/16,13585,9.09,984,0,0.68,5.24,3.17,0,9,116,171,688,1633,Not Active,Sunday
3714,5/4/16,13559,9.44,1104,0,1.81,4.58,2.89,0,14,96,142,852,1628,Active,Wednesday
3714,4/16/16,13459,9,930,0,2.03,4,2.97,0,31,83,153,663,1625,Not Active,Saturday
3714,4/30/16,13238,9.2,976,0,3.69,2.1,3.41,0,43,52,194,687,1650,Not Active,Saturday
3714,5/10/16,13072,8.78,988,0,0.07,5.4,3.31,0,1,115,196,676,1630,Not Active,Tuesday
3714,4/19/16,12414,8.78,1045,0,2.24,2.45,3.96,0,19,67,221,738,1638,Active,Tuesday
3714,5/5/16,12312,8.58,960,0,1.76,4.11,2.71,0,14,88,178,680,1618,Not Active,Thursday
3714,4/23/16,12058,8.07,1068,0,0,4.22,3.85,0,0,92,252,724,1638,Active,Saturday
3714,5/6/16,11677,8.28,928,0,3.11,2.51,2.67,0,29,55,168,676,1590,Not Active,Friday
3714,4/18/16,11663,7.8,918,0,0.25,3.73,3.82,0,4,95,214,605,1584,Not Active,Monday
3714,4/20/16,11658,7.83,1109,0,0.2,4.35,3.28,0,2,98,164,845,1554,Active,Wednesday
3714,5/7/16,11550,7.73,997,0,0,4.13,3.59,0,0,86,208,703,1574,Not Active,Saturday
3714,4/26/16,11388,7.62,1069,0,0.45,4.22,2.95,0,7,95,170,797,1551,Active,Tuesday
3714,4/25/16,11177,8.48,973,0,5.62,0.43,2.41,0,50,9,133,781,1570,Not Active,Monday
3714,4/29/16,10645,7.75,962,0,3.74,1.3,2.71,0,36,32,150,744,1545,Not Active,Friday
3714,4/17/16,10415,6.97,874,0,0.7,2.35,3.92,0,11,58,205,600,1529,Not Active,Sunday
3714,5/1/16,10414,7.07,896,0,2.67,1.98,2.41,0,41,40,124,691,1501,Not Active,Sunday
3714,4/13/16,10035,6.71,984,0,2.03,2.13,2.55,0,31,46,153,754,1495,Not Active,Wednesday
3714,4/15/16,9010,6.06,884,0,1.05,1.75,3.26,0,15,42,183,644,1468,Not Active,Friday
3714,4/22/16,8911,5.96,964,0,2.33,0.58,3.06,0,33,12,188,731,1481,Not Active,Friday
3714,4/12/16,8856,5.98,971,0,3.06,0.91,2.01,0,44,19,131,777,1450,Not Active,Tuesday
3714,4/14/16,7641,5.11,1043,0,0.32,0.97,3.82,0,5,23,214,801,1433,Active,Thursday
3714,4/27/16,7193,5.04,900,0,0,0.42,4.62,0,0,10,176,714,1377,Not Active,Wednesday
3714,4/28/16,7114,4.88,1017,0,1.37,0.29,3.22,0,15,8,190,804,1407,Active,Thursday
3714,4/21/16,6093,4.08,954,0,0,0,4.06,0,0,0,242,712,1397,Not Active,Thursday
3714,5/11/16,746,0.5,26,0,0.37,0,0.13,0,4,0,9,13,52,Not Active,Wednesday
4171,4/29/16,20067,14.3,1440,4.91,4.31,2.05,7.95,0,55,42,382,961,3180,Active,Friday
4171,4/25/16,18229,13.34,1440,4.86,4.31,1.37,7.67,0,51,24,379,986,3055,Active,Monday
4171,4/20/16,15566,11.31,1440,4.92,4.79,0.67,5.86,0,60,33,347,1000,3096,Active,Wednesday
4171,4/22/16,15299,10.24,1440,0,4.1,1.76,4.37,0,64,50,261,1065,2889,Active,Friday
4171,4/28/16,15128,10.12,1440,0,1.09,0.77,8.26,0,16,16,401,1007,2836,Active,Thursday
4171,4/26/16,15090,10.1,1440,0,0.93,0.94,8.23,0,16,22,424,978,2939,Active,Tuesday
4171,5/5/16,15010,11.1,1440,4.88,4.33,1.29,5.48,0,53,23,317,1047,2933,Active,Thursday
4171,4/18/16,14816,10.98,1440,4.93,3.79,2.12,5.05,0.02,48,31,284,1077,2832,Active,Monday
4171,5/3/16,14510,10.87,1440,4.91,4.48,1.02,5.36,0,58,31,330,1021,2976,Active,Tuesday
4171,4/19/16,14194,10.48,1440,4.94,4.41,0.76,5.31,0,53,17,304,1066,2812,Active,Tuesday
4171,4/12/16,14172,10.29,1440,4.87,4.5,0.38,5.41,0,53,8,355,1024,2937,Active,Tuesday
4171,4/21/16,13744,9.19,1440,0,2.15,1.87,5.17,0,30,34,327,1049,2763,Active,Thursday
4171,4/27/16,13541,10.22,1440,4.89,4.27,0.66,5.29,0,50,12,337,1041,2830,Active,Wednesday
4171,5/2/16,13041,9.18,1440,2.83,4.64,0.7,3.83,0,64,14,250,1112,2642,Active,Monday
4171,4/13/16,12862,9.65,1440,4.85,4.61,0.56,4.48,0,56,22,261,1101,2742,Active,Wednesday
4171,5/6/16,11459,7.67,1440,0,3,0.81,3.86,0,44,13,247,1136,2553,Active,Friday
4171,4/14/16,11179,8.24,1440,3.29,2.95,0.34,4.96,0,34,6,304,1096,2668,Active,Thursday
4171,4/24/16,11085,7.42,1440,0,0,0,7.42,0,0,0,419,1021,2667,Active,Sunday
4171,4/23/16,8093,5.41,1440,0,0.13,1.13,4.15,0,2,25,223,1190,2284,Active,Saturday
4171,4/17/16,8059,5.39,1440,0,0,0,5.39,0,0,0,305,1135,2383,Active,Sunday
4171,5/1/16,5600,3.75,1379,0,0,0,3.75,0,0,0,237,1142,2225,Active,Sunday
4171,4/15/16,5273,3.53,1440,0,0,0,3.53,0,0,0,202,1238,2098,Active,Friday
4171,4/16/16,4631,3.1,1358,0,0,0,3.1,0,0,0,203,1155,2076,Active,Saturday
4171,4/30/16,3761,2.52,1440,0,0,0,2.52,0,0,0,200,1240,2051,Active,Saturday
4171,5/7/16,0,0,111,0,0,0,0,0,0,0,0,111,120,Not Active,Saturday
4171,5/4/16,0,0,1440,0,0,0,0,0,0,0,0,1440,1557,Active,Wednesday
4408,4/30/16,18387,12.91,1440,0,0.94,1.4,10.57,0,13,23,361,1043,2732,Active,Saturday
4408,4/17/16,15112,11.4,1440,0,3.87,0.66,6.88,0,28,29,331,1052,2782,Active,Sunday
4408,4/20/16,15112,10.67,1440,0,3.34,1.93,5.4,0,48,63,276,1053,2897,Active,Wednesday
4408,4/18/16,14131,10.07,1440,0,3.64,0.12,6.3,0,48,3,311,1078,2770,Active,Monday
4408,4/24/16,13481,10.28,1440,0,4.55,1.15,4.58,0,37,26,216,1161,2529,Active,Sunday
4408,5/9/16,13379,9.39,1440,0,2.12,1.63,5.64,0,35,47,297,1061,2709,Active,Monday
4408,5/11/16,13272,9.32,1440,0,4.18,1.15,3.99,0,58,25,224,1133,2544,Active,Wednesday
